Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Feiertag,Wochenende,Wochentag,Monat,Temp_abw,Bewoelkung_kat,Windgeschwindigkeit_kat,Kalenderwoche,Jahreszeit,Umsatz_lag1,Umsatz_lag7,Feiertag_in_3_tagen,durchschnittlicher_Umsatz_vor_Feiertag,Kieler_Woche,Datum
3.467139662001297,172.3039740023641,8.0,9.825,14.0,58.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,52.0,1.0,304.4375753402667,262.37334108292686,1.0,305.74814854442786,0.0,2012-01-01
2.7904798022201422,179.6806295701519,7.0,7.4375,12.0,47.18229599893131,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,182.4445352079378,211.6562109941429,0.0,230.8907131561324,0.0,2012-01-02
2.8330314546809694,175.27160781505557,8.0,5.5375,18.0,63.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,178.1487889154419,198.07951586765904,0.0,229.62907325396978,0.0,2012-01-03
2.8741796364044463,175.3078358259458,4.0,5.6875,19.0,80.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,175.83896290872417,185.80473748317996,0.0,204.09368988196644,0.0,2012-01-04
2.911832812767617,180.68756740288921,6.0,5.3,23.0,80.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,180.72879433170203,181.6385327928295,0.0,216.09139494373457,0.0,2012-01-05
2.973082755187784,165.34788403181636,3.0,2.625,10.0,17.163133400844927,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,161.90985079780586,152.29362601958957,0.0,221.55835716764304,0.0,2012-01-06
2.929568992961287,229.80636617020804,7.0,6.528571,14.0,61.0,0.0,1.0,5.0,1.0,0.0,2.0,2.0,1.0,1.0,222.35145680221035,205.5954192550044,0.0,252.81637972936733,0.0,2012-01-07
2.964225397034271,226.88759180216488,7.0,5.9625,10.0,80.0,0.0,1.0,6.0,1.0,0.0,2.0,1.0,1.0,1.0,218.21066364438985,192.66827365670412,0.0,238.53918152103145,0.0,2012-01-08
2.8282096178801996,168.60273476215633,8.0,5.15,12.0,61.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,175.2948525031655,204.3871517119092,0.0,221.84123385935408,0.0,2012-01-09
2.8661450311736596,174.8040292711716,6.0,6.1125,10.0,36.827632223791355,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,180.96651084631998,200.10484644482455,0.0,227.9817830891983,0.0,2012-01-10
2.880793894886973,182.95769646575644,6.0,7.8625,16.0,51.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,187.3915393790565,198.341567626261,0.0,228.8190893963979,0.0,2012-01-11
2.8647849929891205,183.31796264166263,7.0,7.4375,25.0,61.0,0.0,0.0,3.0,1.0,0.0,2.0,4.0,2.0,1.0,182.35406391483963,188.29377885139075,0.0,242.4963493677509,0.0,2012-01-12
2.9597824798820547,174.2639946930928,2.0,4.8,18.0,18.16765419671499,0.0,0.0,4.0,1.0,0.0,0.0,3.0,2.0,1.0,170.45176277634778,163.23663849597193,0.0,229.01132528600715,0.0,2012-01-13
3.0168595547707504,213.63812336882978,3.0,2.8875,10.0,18.087540206986674,0.0,1.0,5.0,1.0,0.0,0.0,1.0,2.0,1.0,210.1456504440652,189.25155190700735,0.0,244.06855804064182,0.0,2012-01-14
3.0421699072160484,208.71744480514093,1.0,2.225,6.0,4.046168797845624,0.0,1.0,6.0,1.0,0.0,0.0,1.0,2.0,1.0,198.171429557816,169.44939935339022,0.0,238.76326883929548,0.0,2012-01-15
2.8595672386039457,155.455493443517,8.0,3.0625,6.0,61.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,163.2091943825713,192.76720793312103,0.0,210.65060245891894,0.0,2012-01-16
2.887844264599762,164.91088659694168,6.0,4.4875,10.0,36.3237270645342,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,172.5452419348004,192.51089207678757,0.0,224.6915696154367,0.0,2012-01-17
2.8979975161160683,154.04652420434417,7.0,2.35,12.0,51.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,155.0178774230688,168.74649330217818,0.0,220.7262389150373,0.0,2012-01-18
2.9146093342396284,172.5360601718848,8.0,5.2625,16.0,80.0,0.0,0.0,3.0,1.0,0.0,2.0,3.0,3.0,1.0,173.57694881799506,179.02728051398668,0.0,219.32501541880615,0.0,2012-01-19
2.9684331460053457,166.45163170236577,6.0,3.4375,12.0,26.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,3.0,1.0,164.20796556993815,159.34398350836778,0.0,233.54873830681592,0.0,2012-01-20
2.975824140349104,213.34831058392768,7.0,3.5375,16.0,68.0,0.0,1.0,5.0,1.0,0.0,2.0,3.0,3.0,1.0,207.80053032866613,192.60945679929188,0.0,242.56746264051944,0.0,2012-01-21
3.023883605202526,218.92035423766123,6.0,3.7875,12.0,21.0,0.0,1.0,6.0,1.0,0.0,1.0,2.0,3.0,1.0,212.0917821862643,186.58437708657817,0.0,261.26154227933796,0.0,2012-01-22
2.883230073108937,147.52831640798507,5.0,2.2125,4.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,156.12447208439886,185.5915502661258,0.0,222.95201657240105,0.0,2012-01-23
2.9475889714070966,151.03831324083484,3.0,1.7625,6.0,12.385365999433574,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,158.6725605832603,176.97752992699208,0.0,211.8123985382255,0.0,2012-01-24
2.9802723496377066,142.9120474387043,3.0,-0.1875,8.0,14.025282383623576,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,148.52127374148057,158.23776929231286,0.0,211.07861241609302,0.0,2012-01-25
2.992942303905793,146.4039904220462,2.0,0.3625,12.0,12.043143103252262,0.0,0.0,3.0,1.0,0.0,0.0,2.0,4.0,1.0,147.63508870083143,149.77597531959606,0.0,214.71083552054367,0.0,2012-01-26
2.9882616922895977,138.8279164402756,8.0,-1.0,10.0,71.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,4.0,1.0,139.5477210357513,136.50186203963727,0.0,208.19778296646106,0.0,2012-01-27
3.0390432457698955,189.07974909659964,6.0,-1.3875,10.0,10.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,4.0,1.0,186.64294127387507,169.516364806098,0.0,254.07252728246186,0.0,2012-01-28
3.0573435247709977,173.00014249655072,7.0,-3.1625,8.0,71.0,0.0,1.0,6.0,1.0,1.0,2.0,1.0,4.0,1.0,168.6379975732081,144.271699974569,0.0,220.04378505577327,0.0,2012-01-29
2.951706084504928,124.65550553243878,3.0,-2.275,12.0,17.375932428655986,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,1.0,138.15337726168548,164.90834656614453,0.0,204.39123103869025,0.0,2012-01-30
2.9575925752146066,122.52259033198237,1.0,-2.375,18.0,12.461593017167175,0.0,0.0,1.0,1.0,1.0,0.0,3.0,5.0,1.0,131.08350721350047,150.65988257243094,0.0,207.49876875572804,0.0,2012-01-31
2.9420624793265624,135.31954433215782,7.0,-1.825,16.0,71.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,133.43032252560448,141.95224045915467,0.0,200.6648120149682,0.0,2012-02-01
3.034861153664613,119.23286375398715,6.0,-5.85,8.0,85.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,118.89139654338038,114.92790973584334,0.0,170.63573865935038,0.0,2012-02-02
3.020556003055793,117.91569901871884,4.0,-5.85,14.0,3.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,5.0,1.0,108.66395732198401,98.8629769977743,0.0,218.8663515617812,0.0,2012-02-03
3.0843858970854097,157.64236013082058,4.0,-7.5375,10.0,71.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,150.14646145951122,126.1381609786593,0.0,194.29480454852086,0.0,2012-02-04
3.1125495000037784,160.86346172003203,5.0,-7.7125,8.0,29.083004610802632,0.0,1.0,6.0,2.0,1.0,1.0,1.0,5.0,1.0,149.6309389981202,117.35563774070243,0.0,220.9599324067588,0.0,2012-02-05
2.9756394059277165,88.92793212609712,4.0,-10.25,6.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,6.0,1.0,90.20689737073951,112.96815988336772,0.0,188.98359398372682,0.0,2012-02-06
2.966260521085175,130.0655902181615,6.0,-3.0,18.0,71.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,136.18179228029618,151.21532275693795,0.0,192.1574486664281,0.0,2012-02-07
2.984730814057321,129.42343410455254,6.0,-2.7625,10.0,36.04758452735838,0.0,0.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,132.42524025093417,139.6317235623854,0.0,207.70385853163654,0.0,2012-02-08
2.9905443224432933,141.20745490550456,6.0,-1.6625,21.0,3.0,0.0,0.0,3.0,2.0,1.0,1.0,4.0,6.0,1.0,138.0914183111396,138.12629368422364,0.0,240.0087620616675,0.0,2012-02-09
3.0469346580691656,132.39892164673387,6.0,-2.8125,8.0,71.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,6.0,1.0,130.97498629408614,121.00841475299154,0.0,187.28574929371075,0.0,2012-02-10
3.060069640127857,169.16630370498837,7.0,-4.575,8.0,78.0,0.0,1.0,5.0,2.0,1.0,2.0,1.0,6.0,1.0,162.99776469272825,142.697745169028,0.0,209.04759168400466,0.0,2012-02-11
3.0635924449152263,191.38412146540094,8.0,-1.2375,16.0,72.0,0.0,1.0,6.0,2.0,1.0,2.0,3.0,6.0,1.0,183.12291401402524,155.32022641820623,0.0,232.53410428958028,0.0,2012-02-12
2.9421157861421596,126.90555234290417,6.0,-2.325,8.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,7.0,1.0,134.68475063673912,160.0008679213359,0.0,217.70054959170702,0.0,2012-02-13
2.9210714445612673,147.13756476975772,8.0,1.3,10.0,47.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,7.0,1.0,152.01895154163867,172.18371193553327,0.0,220.5307659545501,0.0,2012-02-14
2.95317753856106,166.68302264260677,1.0,4.8625,18.0,13.211822577034255,0.0,0.0,2.0,2.0,0.0,0.0,3.0,7.0,1.0,167.3753714517391,177.08079474500352,0.0,223.113939669029,0.0,2012-02-15
2.956193508882813,155.5252096042704,7.0,2.9625,10.0,61.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,7.0,1.0,154.81133130756388,159.11486614572806,0.0,215.38112091366563,0.0,2012-02-16
2.9842213113720106,173.06312535516844,5.0,5.5625,14.0,34.53187328339864,0.0,0.0,4.0,2.0,0.0,1.0,2.0,7.0,1.0,170.13819124755042,164.9688502008931,0.0,230.5369669126436,0.0,2012-02-17
2.9983325868919923,224.93628488246935,8.0,6.175,14.0,61.0,0.0,1.0,5.0,2.0,0.0,2.0,2.0,7.0,1.0,221.12917388186509,205.12059363467398,0.0,254.003008512047,0.0,2012-02-18
3.0412473213516993,217.21146978437667,4.0,4.2,18.0,25.0,0.0,1.0,6.0,2.0,0.0,1.0,3.0,7.0,1.0,207.1992340063918,181.57735460574924,0.0,256.6011659940857,0.0,2012-02-19
2.906833599177622,158.36472697125686,5.0,4.1125,14.0,34.01857477866385,0.0,0.0,0.0,2.0,0.0,1.0,2.0,8.0,1.0,167.29634851284305,195.9341860373184,0.0,221.29579516358092,0.0,2012-02-20
2.9087602344625374,163.27529462280853,8.0,4.95,14.0,58.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,8.0,1.0,170.42943220474888,192.67734275875483,0.0,225.87681885737376,0.0,2012-02-21
2.9087686356710067,174.57254339746936,7.0,7.175,18.0,51.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,8.0,1.0,177.25624723340104,192.46073913456536,0.0,236.1638673754093,0.0,2012-02-22
2.9565973232287135,186.2845626948769,6.0,8.4125,18.0,42.67041834768834,0.0,0.0,3.0,2.0,0.0,1.0,3.0,8.0,1.0,188.8705664333715,193.56311648213324,0.0,237.8886079158954,0.0,2012-02-23
2.9401707984898744,182.6810246344789,7.0,8.35,19.0,20.0,0.0,0.0,4.0,2.0,0.0,2.0,3.0,8.0,1.0,179.30423656675242,178.9101077478304,0.0,261.60557022414207,0.0,2012-02-24
3.0311998357564818,227.96798511898345,6.0,6.525,19.0,61.0,0.0,1.0,5.0,2.0,0.0,1.0,3.0,8.0,1.0,227.4904975358562,210.58914691851766,0.0,248.5945673388762,0.0,2012-02-25
3.0815620769886003,214.27558054697914,1.0,4.675,8.0,6.5022929591765575,0.0,1.0,6.0,2.0,0.0,0.0,1.0,8.0,1.0,207.31835988155956,180.6016361665084,0.0,243.93411682704425,0.0,2012-02-26
2.908794820880553,154.33890606915696,8.0,3.725,12.0,61.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,9.0,1.0,164.88511357898392,196.10406804377004,0.0,216.78719151778313,0.0,2012-02-27
2.900095006286688,173.56391102710717,8.0,7.675,14.0,51.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,9.0,1.0,182.51541604013602,206.8019752925532,0.0,236.1502008424077,0.0,2012-02-28
2.924827740942936,173.81539655492628,8.0,7.775,10.0,47.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,9.0,1.0,180.535589869553,196.57620266330747,0.0,236.79735576525343,0.0,2012-02-29
2.9558574066608365,186.56896148034065,6.0,7.625,12.0,43.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,9.0,2.0,184.00106914208868,184.3539371183386,0.0,226.41358438903725,0.0,2012-03-01
2.9599690006685453,174.51134347523924,7.0,5.9125,6.0,28.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0,9.0,2.0,165.0248919803368,159.51407216828562,0.0,233.74314044956517,0.0,2012-03-02
3.006280040399907,232.10726213418315,5.0,7.0375,14.0,36.34971311075897,0.0,1.0,5.0,3.0,0.0,1.0,2.0,9.0,2.0,224.29521145496443,204.33926422205974,0.0,252.16145628337037,0.0,2012-03-03
3.024832169300266,219.14252609841236,7.0,4.675,8.0,45.124898888234455,0.0,1.0,6.0,3.0,0.0,2.0,1.0,9.0,2.0,206.33481813905792,179.67602352786508,0.0,247.85755605814322,0.0,2012-03-04
2.872926397236599,160.7595407195917,7.0,4.875,10.0,46.08538199119262,0.0,0.0,0.0,3.0,0.0,2.0,1.0,10.0,2.0,165.32256550267755,193.83933058149665,0.0,220.48394439284215,0.0,2012-03-05
2.921298842800544,160.6171802177018,4.0,4.5125,10.0,27.006133073268657,0.0,0.0,1.0,3.0,0.0,1.0,1.0,10.0,2.0,162.9523836327529,181.20759184625769,0.0,217.61822957395754,0.0,2012-03-06
2.932779335553594,159.566041232872,7.0,4.05,10.0,61.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,10.0,2.0,160.0310845373649,171.50385413907412,0.0,213.28558930915565,0.0,2012-03-07
2.9766452264777588,181.2414014938244,2.0,7.5125,14.0,16.333559624189277,0.0,0.0,3.0,3.0,0.0,0.0,2.0,10.0,2.0,180.03975532366707,180.31957380987234,0.0,226.21027972481775,0.0,2012-03-08
2.9489515217947844,183.74988900407192,8.0,7.825,14.0,10.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,10.0,2.0,177.9615463091733,174.43429501855695,0.0,262.1124745674698,0.0,2012-03-09
3.0018382536985406,240.99890301436056,6.0,8.7,19.0,10.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,10.0,2.0,235.0951538890384,216.99213467895726,0.0,280.244715393273,0.0,2012-03-10
3.0355720080585806,242.1333496114575,6.0,8.95,14.0,41.552832301195636,0.0,1.0,6.0,3.0,0.0,1.0,2.0,10.0,2.0,235.06204890935862,208.16781468241862,0.0,258.85425263078724,0.0,2012-03-11
2.8810312014236263,183.14440100406335,5.0,9.0125,18.0,38.272485700689415,0.0,0.0,0.0,3.0,0.0,1.0,3.0,11.0,2.0,190.6899512259614,219.31903506912755,0.0,230.28971136185092,0.0,2012-03-12
2.901574679302689,191.595723254049,6.0,9.95,16.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,11.0,2.0,195.43356019389824,216.09696761998163,0.0,256.6036507941323,0.0,2012-03-13
2.913695150511999,174.70477777317473,7.0,7.7875,10.0,46.67122750654262,0.0,0.0,2.0,3.0,0.0,2.0,1.0,11.0,2.0,176.2501158905,190.2705639628296,0.0,229.91360516185338,0.0,2012-03-14
2.9797163303893726,179.17850650958025,6.0,7.4,8.0,35.230311793503475,0.0,0.0,3.0,3.0,0.0,1.0,1.0,11.0,2.0,180.27314875436855,183.0410778011522,0.0,227.10036886572365,0.0,2012-03-15
2.9827370136514544,203.62742951676904,3.0,12.0375,14.0,10.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,11.0,2.0,202.17060307123387,196.57593921747372,0.0,245.1883416027709,0.0,2012-03-16
3.009972107200417,242.24465662750293,6.0,9.775,14.0,10.0,0.0,1.0,5.0,3.0,0.0,1.0,2.0,11.0,2.0,238.32345597546436,221.55609168449433,0.0,277.69335215978066,0.0,2012-03-17
3.014498803424992,241.42726178456763,7.0,9.8375,16.0,61.0,0.0,1.0,6.0,3.0,0.0,2.0,3.0,11.0,2.0,232.9763792205573,209.93002729510232,0.0,257.48671268116846,0.0,2012-03-18
2.8915357159545954,174.49176513342098,4.0,8.1125,18.0,33.074177781199026,0.0,0.0,0.0,3.0,0.0,1.0,3.0,12.0,2.0,182.29848807345746,212.36144228746258,0.0,227.57704956469445,0.0,2012-03-19
2.8975042351452522,175.44232847186635,7.0,8.0875,18.0,51.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,12.0,2.0,180.99616120637432,204.56251516872163,0.0,233.73408067988743,0.0,2012-03-20
2.919262158573672,195.75645289281186,5.0,12.625,16.0,38.185347463598546,0.0,0.0,2.0,3.0,1.0,1.0,3.0,12.0,2.0,201.3891916170906,215.32530589338927,0.0,238.29309640863937,0.0,2012-03-21
2.952502548863329,191.35470490796973,0.0,12.7625,6.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,12.0,2.0,190.54466024431133,195.35464229841006,0.0,228.32552246427176,0.0,2012-03-22
2.979403449996335,195.63207582035142,0.0,13.4875,6.0,2.1109182906869393,0.0,0.0,4.0,3.0,1.0,0.0,1.0,12.0,2.0,194.23369572166615,190.50169734928483,0.0,232.2066803231859,0.0,2012-03-23
3.0340979696513033,227.72215673320255,5.0,7.8375,8.0,10.0,0.0,1.0,5.0,3.0,0.0,1.0,1.0,12.0,2.0,223.5379799592194,207.6873125857806,0.0,262.9494340400245,0.0,2012-03-24
3.0237935970657803,244.3010669912573,0.0,13.1375,10.0,1.0,0.0,1.0,6.0,3.0,1.0,0.0,1.0,12.0,2.0,238.25909855728077,214.41667370347528,0.0,261.45777908886555,0.0,2012-03-25
2.8898387024330576,170.78355148167765,7.0,8.4875,8.0,51.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,13.0,2.0,180.90576632733803,213.69833813834322,0.0,223.0492536676587,0.0,2012-03-26
2.8793050299460674,199.3864986047965,4.0,15.5,10.0,30.46343767344736,0.0,0.0,1.0,3.0,1.0,1.0,1.0,13.0,2.0,210.40698788897936,234.90825853086204,0.0,240.06187291799057,0.0,2012-03-27
2.931591829464873,205.63532812953412,3.0,14.8375,18.0,5.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0,13.0,2.0,214.3114631184518,228.31609496914604,0.0,254.49521487182142,0.0,2012-03-28
2.9766102183177185,184.3800512080988,6.0,8.9875,19.0,21.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,13.0,2.0,188.60289411219043,194.91785024659754,0.0,250.6407104033318,0.0,2012-03-29
3.0143823507575425,190.95819821300023,3.0,9.9625,18.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,13.0,2.0,191.6484359390388,188.2507421178007,0.0,249.39498030461843,0.0,2012-03-30
3.051671008801936,217.60330151061402,4.0,6.1125,19.0,61.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,13.0,2.0,216.2263482289315,201.18112104741687,0.0,237.05086648401937,0.0,2012-03-31
3.03682590782223,229.5838568798153,7.0,6.525,19.0,25.0,0.0,1.0,6.0,4.0,0.0,2.0,3.0,13.0,2.0,215.6771880600196,188.8912659557423,0.0,273.49034915354434,0.0,2012-04-01
2.9049618692671473,162.2200374373869,7.0,5.5875,16.0,50.938637735881244,0.0,0.0,0.0,4.0,1.0,2.0,3.0,14.0,2.0,165.7053199112741,192.9964762697146,0.0,220.7181499631215,0.0,2012-04-02
3.1118875749547916,201.68579012737058,7.0,3.3,10.0,22.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,14.0,2.0,204.6392315014802,194.94885516668597,1.0,256.89987342048255,0.0,2012-04-03
3.1238947021840895,212.31871440850858,7.0,4.5875,18.0,21.0,0.0,0.0,2.0,4.0,1.0,2.0,3.0,14.0,2.0,211.7593968501928,194.38054656068658,1.0,268.9670941089546,0.0,2012-04-04
3.1926619570459813,215.70847572111182,1.0,5.6375,10.0,16.2190844522881,0.0,0.0,3.0,4.0,1.0,0.0,1.0,14.0,2.0,215.29964532846174,185.57464569747168,1.0,238.79064589214127,0.0,2012-04-05
2.973198528550535,224.21767261628924,7.0,6.2,18.0,61.0,1.0,0.0,4.0,4.0,0.0,2.0,3.0,14.0,2.0,268.6637561964489,182.8029050954047,1.0,261.8875415506848,0.0,2012-04-06
3.2369749224261453,260.56285750515366,4.0,3.7125,19.0,42.29619643565293,0.0,1.0,5.0,4.0,1.0,1.0,3.0,14.0,2.0,254.3698670726816,205.54094304805886,1.0,266.4046124317774,0.0,2012-04-07
3.2818195916055117,270.59302501544965,2.0,5.75,10.0,22.120687315135413,0.0,1.0,6.0,4.0,1.0,0.0,1.0,14.0,2.0,264.5299869473143,205.36059458980122,1.0,264.9611000699622,0.0,2012-04-08
2.893461770382592,216.5089308837991,8.0,6.5125,10.0,58.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,15.0,2.0,275.35369813321194,223.17592294848833,1.0,254.94050636803055,0.0,2012-04-09
2.9206020470453122,187.57428050747325,8.0,10.5875,10.0,61.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,15.0,2.0,193.61457989479493,214.5731425893983,0.0,228.32149557008537,0.0,2012-04-10
